,track_name,track_id,artists,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
107,Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,"['LMFAO', 'Lauren Bennett', 'GoonRock']","['3sgFRtyBnxXD5ESfmbK4dl', '2jLE4BoXHriQ96JagEtiDP', '53sIBaVjXQhfH89Vu6nEGh']",0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,262173,4
108,The Way You Look Tonight - 2008 Remastered,6ps9xNXuKMgRdj32QTVS1s,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],0.605,0.339,5,-10.145,0,0.0324,0.855,0.0,0.254,0.491,133.046,202280,4
109,Crazy In Love (feat. Jay-Z),5IVuqXILoxVWvWEPm82Jxr,"['Beyoncé', 'JAY-Z']","['6vWDO969PvNqNYHIOW5v0m', '3nFkdlSjzX9mRTtwJOzDYB']",0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4
110,Billie Jean,6vR5u5b8JeRESx5nZaIWx6,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],0.92,0.579,11,-5.517,0,0.0414,0.0168,0.053,0.0419,0.838,117.084,294000,4
111,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,"['Flo Rida', 'T-Pain']","['0jnsk9HBra6NMjO2oANoPY', '3aQeKQSyrW4qWr35idm0cy']",0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
112,This Is How We Do It,6uQKuonTU8VKBz5SHZuQXD,"['Montell Jordan', 'Wino']","['0iVrCROxeyon7MZUW3MfzT', '2UEm3mXEPGyxeWQJYc8WSx']",0.799,0.623,0,-9.374,1,0.0812,0.0141,0.0,0.43,0.773,103.649,238800,4
113,My Girl,0Vpswx5knuuXW8HmNK1LrT,['The Temptations'],['3RwQ26hR2tJtA8F9p2n7jG'],0.589,0.551,0,-6.2,1,0.0353,0.67,1.01e-06,0.0918,0.715,104.396,161693,4
114,Single Ladies (Put a Ring on It),5R9a4t5t5O0IsznsrKPVro,['Beyoncé'],['6vWDO969PvNqNYHIOW5v0m'],0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4
115,Baby Got Back,4vvOv6MDFFPpEb1gwwb2ZD,['Sir Mix-A-Lot'],['3TQ9JTBI2n2hfo7aRONEYV'],0.937,0.654,8,-11.187,1,0.322,0.00533,1.26e-06,0.0542,0.607,128.462,262827,4
116,Dancing Queen,2ATDkfqprlNNe9mYWodgdc,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],0.512,0.93,9,-4.344,1,0.0508,0.168,0.00119,0.561,0.677,100.542,231093,4
117,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
118,Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,['Darius Rucker'],['7FY5V3XMwlNBPitEjXowHQ'],0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4
119,We Are Family,5IKLwqBQG6KU6MP2zP80Nu,['Sister Sledge'],['6gkWznnJkdkwRPVcmnrays'],0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,216733,4
120,Turn Down for What,67awxiNHNyjMXhVgsHuIrs,"['DJ Snake', 'Lil Jon']","['540vIaP2JwjQb9dm3aArA4', '7sfl4Xt5KmfyDs2T3SVSMK']",0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
121,Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4
122,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,"['Pitbull', 'Kesha']","['0TnOYISbd1XYRBk9myaseg', '6LqNN22kT3074XbTVUrhzX']",0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
123,SexyBack (feat. Timbaland),4Lvc9SbPc0svm9TEoMgFzB,"['Justin Timberlake', 'Timbaland']","['31TPClRtHm23RisEBtV3X7', '5Y5TRrQiqgUO4S36tzjIRZ']",0.967,0.599,7,-5.659,0,0.0706,0.0679,0.0,0.0526,0.964,117.0,242800,4
124,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,['The Killers'],['0C0XlULifJtAgn6ZNCW2eu'],0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587,4
125,Come On Eileen,0EMmVUYs9ZZRHtlADB88uz,['Dexys Midnight Runners'],['4QTVePrFu1xuGM9K0kNXkk'],0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,287307,4
126,Get Low,4n0o6mfRSnegM6Zc1qXDPn,"['Lil Jon & The East Side Boyz', 'Ying Yang Twins']","['3ciRvbBIVz9fBoPbtSYq4x', '44PA0rCQXikgOWbfY7Fq7m']",0.52,0.627,1,-7.469,1,0.0699,0.0305,0.0,0.122,0.13,101.031,334067,4
127,Celebration,3K7Q9PHUWPTaknlbFPThn2,['Kool & The Gang'],['3VNITwohbvU5Wuy5PC6dsI'],0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,4
128,Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,"['Don Omar', 'Lucenzo']","['33ScadVnbm2X8kkUqOkC6Z', '5bv5RplEOwdCvhq0EILh9E']",0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,198773,3
129,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
130,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7LcfRTgAVTs5pQGEQgUEzN,"['Maroon 5', 'Christina Aguilera']","['04gDigrS5kc9YWfZHwBETP', '1l7ZsJRRS8wlW3WfJfPfNS']",0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,4
131,Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,['Def Leppard'],['6H1RjVyNruCmrBEWRbD0VZ'],0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,267307,4
132,Die A Happy Man,1Qkb3uskfqEDkZPgyEVPYd,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],0.663,0.381,2,-9.318,1,0.0291,0.424,0.0,0.119,0.401,82.96,227427,4
133,Y.M.C.A.,4YOJFyjqh8eAcbKFfv88mV,['Village People'],['0dCKce6tJJdHvlWnDMwzPW'],0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,286667,4
134,Build Me Up Buttercup,3iwujDVtiJQwqbvjVS6LZV,['The Foundations'],['4GITZM5LCR2KcdlgEOrNLD'],0.648,0.607,0,-4.589,1,0.0306,0.378,0.0,0.28,0.879,133.555,180280,4
135,Sweet Home Alabama,7r45JFRfUkMjj5PHdAmRYk,['Lynyrd Skynyrd'],['4MVyzYMgTwdP7Z49wAZHx0'],0.612,0.628,7,-10.385,1,0.0257,0.247,0.000194,0.0907,0.927,97.903,283733,4
136,Hot In Herre,3hpUL1gDZWiz8k4DtYhZsS,['Nelly'],['2gBjLmx6zQnFGQJCAQpRgw'],0.964,0.727,2,-4.441,1,0.121,0.204,0.0,0.0638,0.913,107.067,228333,4
137,You Make Me Feel... (feat. Sabi),16Of7eeW44kt0a1M0nitHM,"['Cobra Starship', 'Sabi']","['2aYJ5LAta2ScCdfLhKgZOY', '3tB8VKd0rtEnc9x8l78ymo']",0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693,4
138,Wonderful Tonight,6zC0mpGYwbNTpk9SKwh08f,['Eric Clapton'],['6PAt558ZEZl0DmdXlnjMgD'],0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,225027,4
139,Forever,7tAXHZdp9UpcYrHn7MZqfo,['Chris Brown'],['7bXgB6jMjp9ATFy66eO08Z'],0.672,0.819,11,-4.457,1,0.0463,0.0362,0.000196,0.182,0.445,120.009,278573,4
140,A Thousand Years,6lanRgr6wXibZr8KgzXxBl,['Christina Perri'],['7H55rcKCfwqkyDFH9wpKM6'],0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3
141,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']","['0TnOYISbd1XYRBk9myaseg', '21E3waRsmPlU7jZsS13rcj', '4D75GcNG95ebPtNvoNVXhz', '1ruutHJcECI7cos2n5TqpO']",0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4
142,Play That Funky Music,0D7L4pBEGv8ni1cRfaTdMJ,['Wild Cherry'],['4apX9tIeHb85yPyy4F6FJG'],0.822,0.87,9,-6.257,1,0.0592,0.124,0.0,0.045,0.901,109.174,301800,4
143,At Last - Single Version,1nd9moIZkGvWoHtReFqkRY,['Etta James'],['0iOVhN3tnSvgDbcg25JoJb'],0.165,0.29,5,-9.881,1,0.0316,0.701,0.00113,0.286,0.241,174.61,179893,3
144,Cake By The Ocean,3R4jodloIlJ3GQffZtxlDI,['DNCE'],['6T5tfhQCknKG4UnH90qGnz'],0.77,0.75,4,-5.44,0,0.0533,0.166,0.0,0.0434,0.886,119.006,219147,4
145,Girls Just Want to Have Fun,0QVgZCAnasHo3TevIz7XLW,['Cyndi Lauper'],['2BTZIqw0ntH9MvilQ3ewNY'],0.704,0.721,6,-7.346,1,0.0369,0.378,0.000113,0.373,0.769,120.543,234600,4
146,Cotton Eye Joe,0Jg602cHeMCnPez9baacIe,['Rednex'],['22Zqu1yyebVnbve8FxbJ2g'],0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827,4
147,Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']","['4tZwfgrHOc3mvqYlEYSvVi', '2RdwBSPQiwcmiDo9kixcl8', '3yDIp0kaq9EFKe07X1X2rz']",0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627,4
148,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,['*NSYNC'],['6Ff53KvcvAj5U7Z1vojB5o'],0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4
149,Push It (Re-Recorded) [Remastered],3nt9TrkoVgqR95fSrD4N7H,['Salt-N-Pepa'],['7wqtxqI3eo7Gn1P7SpP6cQ'],0.832,0.605,11,-12.075,0,0.0627,7.48e-05,0.0774,0.053,0.97,127.992,273398,4
150,"Signed, Sealed, Delivered (I'm Yours)",2jg4Yc8071puvDRYi22B3a,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],0.646,0.784,5,-6.137,1,0.0334,0.00495,0.0,0.061,0.819,108.84,158040,4
151,Stand by Me,3SdTKo2uVsxFblQjpScoHy,['Ben E. King'],['3plJVWt88EqjvtuB4ZDRV3'],0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4
152,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,"['Blackstreet', 'Dr. Dre', 'Queen Pen']","['2P3cjUru4H3fhSXXNxE9kA', '6DPYiyq5kWVQS4RGwxzPC7', '0VbIlorLz3I5SEtIsc5vAr']",0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4
153,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4
154,All Star,3cfOd4CMv2snFaKAnMdnvK,['Smash Mouth'],['2iEvnFsWxR0Syqu2JNopAd'],0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373,4
155,Marry Me,0VZ9xPNa6ROafP6GYYuv2S,['Train'],['3FUY2gzHeIiaesXtOAdB7A'],0.366,0.269,0,-8.456,1,0.0287,0.829,1.67e-05,0.108,0.492,86.577,205453,4
156,Macarena,4oaj36KzXRgDg4McgcTsZK,['Los Del Rio'],['2JXn03fudjyRkQ1Ye9f5rk'],0.927,0.721,8,-12.561,1,0.0908,0.422,4.36e-05,0.0422,0.965,103.018,249382,4
157,Thriller,1D9KEXIrlmPUkMTdYzqgX4,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],0.776,0.857,11,-4.943,1,0.0704,0.0913,0.000164,0.918,0.799,118.418,357493,4
158,Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
159,Ice Ice Baby,11d9oUiwHuYt216EFA2tiz,['Vanilla Ice'],['7GXXMm3DB1VswVcuGyInUd'],0.98,0.535,2,-16.035,1,0.058,0.027,1.68e-06,0.104,0.675,115.744,271467,4
160,Country Girl (Shake It For Me),0yD66650JxhqKbW76C2qCo,['Luke Bryan'],['0BvkDsjIUla7X0k6CSWh1I'],0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560,4
161,Chicken Fried,4dGJf1SER1T6ooX46vwzRB,['Zac Brown Band'],['6yJCxee7QumYr820xdIsjo'],0.566,0.713,6,-4.25,1,0.0417,0.645,0.0,0.114,0.807,169.864,238147,4
162,Gold Digger,43PBE5b3RJgwfi1i9xKtEs,"['Kanye West', 'Jamie Foxx']","['5K4W6rqBFWDnAN6FQUkS6x', '7LnaAXbDVIL75IVPnndf7w']",0.686,0.672,1,-6.069,0,0.338,0.0144,0.0,0.0653,0.625,92.472,207627,4
163,Sexy And I Know It,0obBFrPYkSoBJbvHfUIhkv,['LMFAO'],['3sgFRtyBnxXD5ESfmbK4dl'],0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4
164,Raise Your Glass,4zzL7ATa95g88MwzuQ1v8G,['P!nk'],['1KCSPY1glIKqW2TotWuXOR'],0.697,0.723,7,-4.932,1,0.0796,0.00507,0.0,0.0284,0.648,122.014,203400,4
165,Watch Me (Whip / Nae Nae),5RIVoVdkDLEygELLCniZFr,['Silentó'],['7juKTDFlPesGeWQ1GmjmOv'],0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,185143,4
166,What A Wonderful World - Single Version,2pp3RfqX5cb1BAnmNi4Nej,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],0.388,0.327,5,-12.522,1,0.0317,0.732,0.00103,0.15,0.222,107.894,140333,3
167,Fireball (feat. John Ryan),49eplIHvgCLY8HAgcaWrUb,"['Pitbull', 'John Ryan']","['0TnOYISbd1XYRBk9myaseg', '41PsMGvbGsJRtAXk6Kbh5n']",0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,235012,4
168,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,['Jason Mraz'],['4phGZZrJZRo4ElhRtViYdl'],0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,242187,4
169,Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,['Carly Rae Jepsen'],['6sFIWsNpZYqfjUpaCgueju'],0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
170,Jessie's Girl,0TF3F5Lw5apoD1zvR8LikO,['Rick Springfield'],['6IFXsrXBpwbIqtOUOiAa3p'],0.687,0.704,2,-7.923,1,0.0423,0.0745,0.0,0.0924,0.843,131.704,192867,4
171,Sweet Child O' Mine,4MhTFsyqIJnjsOweVcU8ug,"[""Guns N' Roses""]",['3qm84nBOXUEQ2vnTfUTTFC'],0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400,4
172,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,298760,4
173,"Shout, Pts. 1 & 2",5TUa3AsgSh3kJIuXn42wig,['The Isley Brothers'],['53QzNeFpzAaXYnrDBbDrIp'],0.467,0.831,10,-7.661,1,0.0683,0.549,0.0,0.95,0.547,137.355,267333,4
174,All About That Bass,0ifSeVGUr7py5GggttDhXw,['Meghan Trainor'],['6JL8zeS1NmiOftqZTRgdTz'],0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,188754,4
175,Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,['PSY'],['2dd5mrQZvg6SmahdgVKDzh'],0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,219493,4
176,Ho Hey,0W4Kpfp1w2xkY3PrV714B7,['The Lumineers'],['16oZKvXb6WkQlVAjwo2Wbg'],0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133,4
177,Firework,4lCv7b86sLynZbXhfScfm2,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4
178,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,['Kings of Leon'],['2qk9voo8llSGYcZ6xrBzKx'],0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
179,Vai Lá Em Casa Hoje,1c4htMHiolERc0YJvZNdlc,"['George Henrique & Rodrigo', 'Marília Mendonça']","['3FlCKtwOEYQQYyGVEbxG2Z', '1yR65psqiazQpeM79CcGh8']",0.456,0.83,8,-3.646,0,0.281,0.53,0.0,0.968,0.619,157.628,191524,4
180,Esqueça-Me Se For Capaz,4qsOrxBv09HhNSpsgMRXdC,"['Marília Mendonça', 'Maiara & Maraisa']","['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']",0.799,0.685,6,-5.366,0,0.0725,0.276,0.0,0.13,0.623,122.013,169059,4
181,Arranhão - Ao Vivo,3IMLoeLerS7TMpKjxUgAhx,['Henrique & Juliano'],['3p7PcrEHaaKLJnPUGOtRlT'],0.486,0.871,3,-3.642,0,0.258,0.617,0.0,0.97,0.663,151.175,153410,4
182,Toma Toma Vapo Vapo,5VTjBl3ddZEiG2LrH4VzyR,"['Zé Felipe', 'Mc Danny']","['7cmuxPnXRJxwuYDHfbD8Eu', '3PZTvUS5fUUhV3EKAjqdZk']",0.763,0.859,4,-3.3,0,0.0479,0.322,0.0003,0.117,0.813,164.055,156760,4
183,Presepada,3YvE7uo4ffseBoJPh8IhHp,"['Marília Mendonça', 'Maiara & Maraisa']","['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']",0.606,0.733,9,-4.46,1,0.175,0.368,0.0,0.144,0.672,166.199,196210,4
184,Ameaça,4fSHADbZbhpZCT9oJpxwbP,"['Paulo Pires', 'Mc Danny', 'Marcynho Sensação']","['3whgFbrRxsOmYVrq3t4hCY', '3PZTvUS5fUUhV3EKAjqdZk', '4dnPDc045bVjibyATxVUOs']",0.644,0.938,8,-3.643,1,0.0602,0.216,1.69e-06,0.164,0.748,169.9,188096,4
185,GALOPA,2wG1R0uDFwyobcWzVssC1J,['PEDRO SAMPAIO'],['5wbf52LA6kcaboHSN6NEF1'],0.763,0.85,1,-4.036,0,0.0409,0.285,0.0,0.104,0.77,150.009,140500,4
186,Coração Cachorro,2RGIuYTsyyHoOCqW0krvNE,"['Avine Vinny', 'Matheus Fernandes']","['4KDxYlnGZEiS60pAnfZf4W', '37mqXU98U5GmH5ZDtlHM1c']",0.739,0.758,0,-4.096,1,0.0372,0.439,0.0017,0.137,0.691,151.924,150802,4
187,Todo Mundo Menos Você,053zWWZDziDJd3U94x8RuP,"['Marília Mendonça', 'Maiara & Maraisa']","['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']",0.778,0.641,7,-5.258,1,0.0449,0.753,0.0,0.104,0.434,131.914,206171,4
188,Parada Louca,72g37RoelSnovZakG5MwnF,"['Mari Fernandez', 'Marcynho Sensação']","['0BHm7qbh3ENxvXzkQAG7MP', '4dnPDc045bVjibyATxVUOs']",0.693,0.936,7,-1.322,1,0.0524,0.302,0.0,0.339,0.835,166.034,179032,4
189,A Maior Saudade - Ao Vivo,14JKzKrJbPDflw8XyATMey,['Henrique & Juliano'],['3p7PcrEHaaKLJnPUGOtRlT'],0.292,0.626,11,-4.78,1,0.0533,0.571,0.0,0.87,0.305,162.824,190162,4
190,Ela me Falou Que Quer Rave,0JdkDCdrhMOaeXjIZdeBXN,"['MC Levin', 'DJ Nikolas Alves Exclusive', 'DJ Kaioken', 'DJ Gege']","['0guw2RGoUqaWKpoCY5DzWY', '23buF7CmOZll8oQveAvsut', '1aQbanZ6xPrOtTYtsMdm3Q', '2BvV4u6AUwFCrAriUIo9Sm']",0.832,0.641,4,-6.048,1,0.0897,0.271,0.0194,0.487,0.932,133.041,235207,4
191,Bloqueado - Ao Vivo,6nkoWsFZeFt5dUdNmlIceh,['Gusttavo Lima'],['7MiDcPa6UiV3In7lIM71IN'],0.828,0.721,1,-4.274,0,0.0558,0.153,0.0,0.547,0.651,129.092,168689,4
192,Nota de Repúdio - Ao Vivo,6qdJZIjxrPaJjaGqlXFLSs,['Gusttavo Lima'],['7MiDcPa6UiV3In7lIM71IN'],0.811,0.807,4,-2.681,1,0.1,0.381,0.0,0.977,0.766,115.01,164949,4
193,Revoada No Colchão,4kGdnA7FzSVsXC29LPghej,"['Zé Felipe', 'Marcynho Sensação']","['7cmuxPnXRJxwuYDHfbD8Eu', '4dnPDc045bVjibyATxVUOs']",0.704,0.936,8,-2.714,1,0.058,0.231,0.0,0.192,0.96,170.063,153448,4
194,Ela e Ela,7pvrsbBKUQI2QmA74WCJa5,['Zé Neto & Cristiano'],['487N2T9nIPEHrlTZLL3SQs'],0.578,0.669,4,-4.748,0,0.0341,0.279,0.0,0.171,0.53,110.001,168645,4
195,NO CHÃO NOVINHA,7ARoqP7G8UYW8SyYPyPp7k,"['Anitta', 'PEDRO SAMPAIO']","['7FNnA9vBm6EKceENgCGRMb', '5wbf52LA6kcaboHSN6NEF1']",0.703,0.806,7,-3.563,1,0.0594,0.06,0.00661,0.375,0.704,141.984,136901,4
196,Meu Pedaço de Pecado,2kJRlOyrxsy7Ot3c5TZ8Q6,['João Gomes'],['4JNo6Q5KdcRf1vtSX9mB0S'],0.668,0.887,11,-4.404,0,0.0564,0.369,1.39e-06,0.257,0.907,151.92,157176,4
197,Molhando o Volante,3ITkrUvAA6gzxer2UIom3P,['Jorge & Mateus'],['1elUiq4X7pxej6FRlrEzjM'],0.772,0.647,10,-5.404,1,0.0758,0.707,0.0,0.113,0.801,130.183,162539,5
198,Você Beberia Ou Não Beberia?,2ixi9HWJw5lnLDmRMsiCS5,['Zé Neto & Cristiano'],['487N2T9nIPEHrlTZLL3SQs'],0.587,0.774,10,-4.719,1,0.0665,0.562,0.0,0.071,0.593,75.895,154662,4
199,Putariazinha,2jwrYBGz7osKI31v50bS7b,['Felipe Amorim'],['3CIIaeZuFYrAD6PRVyuO4U'],0.882,0.793,7,-2.239,1,0.0718,0.0606,0.00149,0.107,0.725,130.01,162462,4
200,Pandora,0yL7K9MzC20uBesZTPY81r,"['DJ Matt D', 'Menor MC', 'MC GP', 'Vulgo FK']","['1rIc4yTieeRq25NA3T8RQ5', '78Y1NpgD0yMKoBetaYlUzS', '5s27i7oqhNWIcE4HeoVdq0', '27azwwkxutWL1BWMkgNIh0']",0.688,0.458,1,-9.138,0,0.588,0.14,0.0,0.407,0.559,124.553,177000,4
201,Expectativa x Realidade,1wdhj1r7aeWVDUl9d18YKu,['Matheus & Kauan'],['2Z0lRIqr997lIUiPtrpKCr'],0.585,0.839,6,-5.674,1,0.0758,0.182,0.0,0.2,0.568,123.793,163324,4
202,Cê Tá Preparada - Ao Vivo Em Goiânia / 2021,1tYJnXtKLoWVIL4lZOouQG,"['Tayrone', 'Marília Mendonça']","['2T1se5h5FRkw7ZfR7yxdlm', '1yR65psqiazQpeM79CcGh8']",0.782,0.845,2,-3.731,1,0.0721,0.501,0.0,0.713,0.771,121.95,213006,4
203,Baby Me Atende,1bWBG6IkMnDr3qvCKSvQT7,"['Matheus Fernandes', 'Dilsinho']","['37mqXU98U5GmH5ZDtlHM1c', '4NUePmzDvCYqilXBFa91Hg']",0.65,0.792,6,-3.825,0,0.0393,0.607,2.36e-05,0.92,0.872,154.027,225672,4
204,Ficha Limpa - Ao Vivo,17QN5kFprJqHdHLMj7hz4s,['Gusttavo Lima'],['7MiDcPa6UiV3In7lIM71IN'],0.627,0.838,9,-4.131,1,0.0433,0.125,2.43e-05,0.954,0.495,137.949,194800,4
205,Bala Love,48Ll1C6qAnP2UjnopQDh4a,"['Mc Anjim', 'Dj Lv Mdp', 'DJ PH DA SERRA']","['0DjQFfVxBipTFTXRCwImMP', '01CFmzv28eTtJAjhrvOsiW', '7Dq3oCz43MCuWBRgWTltZI']",0.628,0.318,9,-8.887,0,0.0507,0.807,0.101,0.19,0.492,86.453,221538,5
206,Acordo - Ao Vivo,0tM4J8aID6qYZOE3e14sCj,['Henrique & Juliano'],['3p7PcrEHaaKLJnPUGOtRlT'],0.608,0.82,6,-3.689,1,0.119,0.611,0.0,0.933,0.673,108.394,169772,4
207,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",0DsPj89zlY3Us7xb5cXK5h,"['DJ Patrick Muniz', 'Dj Olliver', 'Mc Topre', 'Mc Rennan']","['2MUXvv3lFulPYMUCtNrEBu', '6akRUh5g0XiVQaZj6U23fd', '6bmZfABIjvLMAMYwujdjFy', '6ZiGAU6TJQEyidFQ22eIOS']",0.863,0.701,9,-5.038,0,0.212,0.63,0.000583,0.276,0.769,129.911,214270,4
208,Por Supuesto,7xVSNhAUQhUIpwfR6lTOwA,['Marina Sena'],['0nFdWpwl7h6fp3ADRyG14L'],0.825,0.574,2,-6.383,0,0.0485,0.665,4.94e-06,0.0751,0.824,119.999,186698,4
209,Rolê,50gPsfGHy5OnPauA9455DM,"['Tarcísio do Acordeon', 'Marcynho Sensação']","['48HORs6F9P7IgdyKrk4MZC', '4dnPDc045bVjibyATxVUOs']",0.678,0.775,2,-4.152,0,0.043,0.302,0.0,0.0718,0.96,160.116,174938,4
210,Localiza Aí BB,6fe5D0ivKnpXFMAnoSRjah,"['Vitor e Luan', 'Henrique & Juliano']","['5hDZAExrfOVqKBLS8Ofyac', '3p7PcrEHaaKLJnPUGOtRlT']",0.677,0.908,1,-2.513,1,0.0556,0.379,0.0,0.451,0.885,161.991,145309,4
